ID	Domain	Phylum	Class	Order	Family	Genus	Species
Otu0218	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp001916715
Otu0219	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp003486385
Otu0220	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii
Otu0221	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum hominis
Otu0222	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vermiculatibacterium	Vermiculatibacterium agrestimuris
Otu0223	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-628	CAG-628 sp000438415
Otu0224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidaceae	Bacteroidaceae
Otu0225	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella
Otu0226	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A hominis
Otu0227	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0228	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Hafnia	Hafnia alvei
Otu0229	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Avimonas	Avimonas sp012839705
Otu0230	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	Allisonella histaminiformans
Otu0231	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella lascolaii
Otu0232	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Avimicrobium	Avimicrobium caecorum
Otu0233	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium_A	Mogibacterium_A kristiansenii
Otu0234	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
Otu0235	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-390	CAG-390 sp900753295
Otu0236	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-302	CAG-302 sp900543825
Otu0237	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides massiliensis
Otu0238	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0239	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000435075
Otu0240	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia celeris
Otu0241	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000185285
Otu0242	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii
Otu0243	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0244	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu0245	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella wadsworthensis
Otu0246	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A acetigignens
Otu0247	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus massiliensis
Otu0248	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0249	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp000435055
Otu0250	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0251	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Pseudoruminococcus	Pseudoruminococcus massiliensis
Otu0252	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp001517625
Otu0253	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-710	CAG-710 sp000432595
Otu0254	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0255	Bacteria	Bacillota_A	Clostridia	SK-Y3	SK-Y3	SK-Y3	SK-Y3
Otu0256	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0257	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	Aristaeella
Otu0258	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp001916005
Otu0259	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-1000	CAG-1000 sp004552445
Otu0260	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-533	CAG-533 sp000434495
Otu0261	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	Aristaeella
Otu0262	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas phoceensis
Otu0263	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae	Anaerovoracaceae
Otu0264	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	Onthocola_B	Onthocola_B sp000437355
Otu0265	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella
Otu0266	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp905204915
Otu0267	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000434635
Otu0268	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp900546835
Otu0269	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-417	CAG-417 sp000432835
Otu0270	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	UBA6448	UBA6448 sp000437315
Otu0271	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Porcipelethomonas	Porcipelethomonas ammoniilytica
Otu0272	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
Otu0273	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E
Otu0274	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor_A	Pseudoflavonifractor_A
Otu0275	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-611	CAG-611 sp000434175
Otu0276	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-238	CAG-238 sp900542245
Otu0277	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-1000	CAG-1000 sp000434555
Otu0278	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-272	CAG-272
Otu0279	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Sarcina	Sarcina perfringens
Otu0280	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	JAGTTR01	JAGTTR01 sp018223385
Otu0281	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter fastidiosus
Otu0282	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella hominis
Otu0283	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	Hominilimicola	Hominilimicola
Otu0284	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Jutongia	Jutongia huaianensis
Otu0285	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella pectinovora
Otu0286	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu0287	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0288	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp900539965
Otu0289	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0290	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	Zag111 sp003258735
Otu0291	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0292	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0293	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Pseudobutyricicoccus	Pseudobutyricicoccus sp003477405
Otu0294	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
Otu0295	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	RUG841	RUG841 sp900772035
Otu0296	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter aceti
Otu0297	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS1696	UMGS1696 sp900753285
Otu0298	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Onthomonas	Onthomonas sp900545815
Otu0299	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
Otu0300	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-382	UBA1206	UBA1206 sp002310055
Otu0301	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	Lentihominibacter faecis
Otu0302	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-433	CAG-433 sp019423565
Otu0303	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A ihumii
Otu0304	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
Otu0305	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter ruminantium
Otu0306	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter intestini
Otu0307	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900066825
Otu0308	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeellaceae	Aristaeellaceae
Otu0309	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis sp900551245
Otu0310	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	Thomasclavelia spiroformis
Otu0311	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	UMGS124	UMGS124	UMGS124 sp900555105
Otu0312	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-382	UMGS882	UMGS882 sp905235695
Otu0313	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0314	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0315	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter faecalis
Otu0316	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_D	Roseburia_D yibonii
Otu0317	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae	Anaerovoracaceae
Otu0318	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus
Otu0319	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella rara
Otu0320	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-302	CAG-302 sp000431795
Otu0321	Bacteria	Bacillota_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus pectinilyticus
Otu0322	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000435075
Otu0323	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae
Otu0324	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides acidifaciens
Otu0325	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	Tractidigestivibacter sp000752675
Otu0326	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Avelusimicrobium	Avelusimicrobium sp900541355
Otu0327	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp000701725
Otu0328	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides
Otu0329	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae	Anaerovoracaceae
Otu0330	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0331	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Avimonas	Avimonas sp012839705
Otu0332	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	Oxalobacter aliiformigenes
Otu0333	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp900539115
Otu0334	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Avimicrobium	Avimicrobium caecorum
Otu0335	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	UBA11524	UBA11524 sp900769075
Otu0336	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Caecibacter	Caecibacter sp003467125
Otu0337	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp928721565
Otu0338	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu0339	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea sp000435655
Otu0340	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UBA644	HGM12619	HGM12619 sp015067305
Otu0341	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-605	CAG-605 sp900545005
Otu0342	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis
Otu0343	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu0344	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu0345	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-724	CAG-724 sp905202255
Otu0346	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	DTU064	DTU064 sp947624945
Otu0347	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoscilispira	Pseudoscilispira
Otu0348	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
Otu0349	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS911	UMGS911 sp900546695
Otu0350	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus intestinigallinarum
Otu0351	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu0352	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens
Otu0353	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA5905	UBA5905 sp002437905
Otu0354	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri_E
Otu0355	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900544495
Otu0356	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	QANA01	QANA01 sp017439085
Otu0357	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	Lentihominibacter butyrica
Otu0358	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000435995
Otu0359	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	UBA3789	UBA3789 sp910589335
Otu0360	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-433	CAG-433 sp019423565
Otu0361	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	CAG-138	CAG-138
Otu0362	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	Aristaeella
Otu0363	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-390	CAG-390
Otu0364	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu0365	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900549635
Otu0366	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster bolteae
Otu0367	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A ammoniilytica
Otu0368	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	Aristaeella sp017569285
Otu0369	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269
Otu0370	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Fimicola	Fimicola cottocaccae
Otu0371	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster
Otu0372	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Aveggerthella	Aveggerthella stercoripullorum
Otu0373	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	Merdicola	Merdicola sp900552655
Otu0374	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella effluvii
Otu0375	Bacteria	Bacillota	Bacilli	MOL361	Turicibacteraceae	Turicibacter	Turicibacter bilis
Otu0376	Bacteria	Bacillota_A	Clostridia	Christensenellales	QALW01	UMGS1338	UMGS1338 sp900550805
Otu0377	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000433355
Otu0378	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0379	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp000436875
Otu0380	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii
Otu0381	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops
Otu0382	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp905204915
Otu0383	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella catena
Otu0384	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900761785
Otu0385	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883 sp021205645
Otu0386	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1750	Spyradocola	Spyradocola merdavium
Otu0387	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella megalosphaeroides
Otu0388	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp000513555
Otu0389	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignaceae	Anaerotignaceae
Otu0390	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-238	CAG-238 sp900754805
Otu0391	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus
Otu0392	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercorirosoris
Otu0393	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricoprocola	Muricoprocola aceti
Otu0394	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B ammoniilytica
Otu0395	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium
Otu0396	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus mucosae
Otu0397	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0398	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Rothia	Rothia sp001808955
Otu0399	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Stercorousia	Stercorousia sp001765415
Otu0400	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS911	UMGS911 sp900546695
Otu0401	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	Guopingia	Guopingia tenuis
Otu0402	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu0403	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter_A	Mediterraneibacter_A butyricigenes
Otu0404	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus
Otu0405	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Merdimmobilis	Merdimmobilis hominis
Otu0406	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas
Otu0407	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-628	CAG-628 sp003524085
Otu0408	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp004554245
Otu0409	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria
Otu0410	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	UBA1829	UBA1829 sp900549045
Otu0411	Bacteria	Bacillota_A	Bacillota_A	Bacillota_A	Bacillota_A	Bacillota_A	Bacillota_A
Otu0412	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R
Otu0413	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella corporis
Otu0414	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae	Anaerovoracaceae
Otu0415	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp001304995
Otu0416	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Granulicatella adiacens
Otu0417	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu0418	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella sp000437495
Otu0419	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA7067	UBA7067 sp024433635
Otu0420	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia piriformis
Otu0421	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS1865	UMGS1865 sp944391805
Otu0422	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900545245
Otu0423	Bacteria	Bacillota_A	Clostridia	Lachnospirales	CAG-274	CAG-274	CAG-274 sp000432155
Otu0424	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-1193	CAG-1193 sp900550145
Otu0425	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900551945
Otu0426	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Avimonas	Avimonas sp012839705
Otu0427	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000435995
